No;TypeThe;TeaType;PoidsContenu_g;PoidsTotal _g;PoidsSac_g;Poids_Restant_g;Farmers;Site;Regie;NitrogenType;DoseN;Repetition;Pourcentage_C;Pourcentage_N;Pourcentage_S;Teneur_Ci;GreenTMoy_C;GreenTMoy_N;GreenTMoy_S
200;N;Cranberry litter;1,887;2,239;0,352;1,924;Belanger;10;Conventionel;Nproducteur;57,28;;40,771;0,53624;0,0361;0,94412271;;;
201;N;Cranberry litter;1,906;2,267;0,36;1,872;Belanger;10;Conventionel;Nproducteur;57,28;;50,675;0,6362;0,0404;0,95362898;;;
202;N;Cranberry litter;1,927;2,293;0,365;1,824;Belanger;10;Conventionel;Nproducteur;57,28;;50,954;0,7085;0,048;0,96413591;;;
203;N;Cranberry litter;1,92;2,279;0,359;1,873;Belanger;10;Conventionel;Nproducteur;57,28;;51,19;0,75628;0,0518;0,9606336;;;
204;N;Cranberry litter;1,919;2,279;0,358;1,887;Belanger;10;Conventionel;Nproducteur;57,28;;50,429;0,69281;0,0427;0,96013327;;;
205;N;Cranberry litter;1,883;2,244;0,361;1,839;Belanger;10;Conventionel;Nproducteur;57,28;;49,196;0,74521;0,0609;0,94212139;;;
206;N;Cranberry litter;1,934;2,297;0,361;1,89;Belanger;10;Conventionel;Nproducteur;57,28;;50,348;0,73262;0,046;0,96763822;;;
207;N;Cranberry litter;1,929;2,291;0,362;1,901;Belanger;10;Conventionel;Nproducteur;57,28;;49,552;0,67603;0,0468;0,96513657;;;
208;N;Cranberry litter;1,927;2,298;0,372;1,883;Belanger;10;Conventionel;Nproducteur;57,28;;50,632;0,72172;0,0502;0,96413591;;;
209;N;Cranberry litter;1,917;2,281;0,365;1,867;Belanger;10;Conventionel;Nproducteur;57,28;;;;;0,95913261;;;
210;N;Cranberry litter;1,923;2,287;0,364;1,657;Belanger;10;Conventionel;Nproducteur;57,28;;;;;0,96213459;;;
211;N;Cranberry litter;1,918;2,277;0,358;;Belanger;A9;Biologique;Nproducteur;68,71;;;;;0,95963294;;;
212;N;Cranberry litter;1,928;2,295;0,365;1,944;Belanger;A9;Biologique;Nproducteur;68,71;;49,55;0,71109;0,0322;0,96463624;;;
213;N;Cranberry litter;1,896;2,255;0,359;;Belanger;A9;Biologique;Nproducteur;68,71;;;;;0,94862568;;;
214;N;Cranberry litter;1,933;2,296;0,363;1,943;Belanger;A9;Biologique;Nproducteur;68,71;;49,59;0,67757;0,0263;0,96713789;;;
215;N;Cranberry litter;1,926;2,286;0,361;;Belanger;A9;Biologique;Nproducteur;68,71;;;;;0,96363558;;;
216;N;Cranberry litter;1,907;2,267;0,361;1,921;Belanger;A9;Biologique;Nproducteur;68,71;;49,147;0,71014;0,0354;0,95412931;;;
319;N;Cranberry litter;1,922;2,288;0,366;1,961;Fortier;9;Conventionel;N-21-0-0;0;1;48,296;0,71991;0,0357;0,96163426;;;
320;N;Cranberry litter;1,935;2,294;0,359;1,812;Fortier;9;Conventionel;N-21-0-0;0;1;48,3;0,72901;0,0377;0,96813855;;;
321;N;Cranberry litter;1,868;2,223;0,355;1,793;Fortier;9;Conventionel;N-21-0-0;0;1;48,385;0,71672;0,0293;0,93461644;;;
322;N;Cranberry litter;1,894;2,263;0,37;1,968;Fortier;9;Conventionel;N-21-0-0;0;2;47,113;0,67243;0,0261;0,94762502;;;
323;N;Cranberry litter;1,897;2,257;0,359;2,086;Fortier;9;Conventionel;N-21-0-0;0;2;49,434;0,77357;0,0341;0,94912601;;;
324;N;Cranberry litter;1,9;2,262;0,363;1,491;Fortier;9;Conventionel;N-21-0-0;0;2;47,383;0,64291;0,0328;0,950627;;;
325;N;Cranberry litter;1,93;2,293;0,363;1,875;Fortier;9;Conventionel;N-21-0-0;15;1;47,973;0,70499;0,0295;0,9656369;;;
326;N;Cranberry litter;1,891;2,253;0,361;2,068;Fortier;9;Conventionel;N-21-0-0;15;1;42,953;0,71392;0,0269;0,94612403;;;
327;N;Cranberry litter;1,91;2,276;0,366;1,734;Fortier;9;Conventionel;N-21-0-0;15;1;49,192;0,72723;0,0285;0,9556303;;;
328;N;Cranberry litter;1,928;2,294;0,366;1,904;Fortier;9;Conventionel;N-21-0-0;15;2;49,07;0,68838;0,0223;0,96463624;;;
329;N;Cranberry litter;1,913;2,276;0,363;1,869;Fortier;9;Conventionel;N-21-0-0;15;2;49,034;0,73059;0,0295;0,95713129;;;
330;N;Cranberry litter;1,939;2,301;0,362;1,925;Fortier;9;Conventionel;N-21-0-0;15;2;48,334;0,71008;0,0315;0,97013987;;;
331;N;Cranberry litter;1,929;2,294;0,361;1,96;Fortier;9;Conventionel;N-21-0-0;30;1;47,902;0,74365;0,0259;0,96513657;;;
332;N;Cranberry litter;1,909;2,278;0,369;1,822;Fortier;9;Conventionel;N-21-0-0;30;1;47,69;0,81769;0,0339;0,95512997;;;
333;N;Cranberry litter;1,893;2,257;0,363;;Fortier;9;Conventionel;N-21-0-0;30;1;;;;0,94712469;;;
334;N;Cranberry litter;1,91;2,271;0,361;1,819;Fortier;9;Conventionel;N-21-0-0;30;2;49,115;0,80071;0,0352;0,9556303;;;
335;N;Cranberry litter;1,912;2,278;0,366;;Fortier;9;Conventionel;N-21-0-0;30;2;;;;0,95663096;;;
336;N;Cranberry litter;1,927;2,295;0,368;;Fortier;9;Conventionel;N-21-0-0;30;2;;;;0,96413591;;;
337;N;Cranberry litter;1,935;2,297;0,361;1,731;Fortier;9;Conventionel;N-21-0-0;45;1;47,781;0,74129;0,0312;0,96813855;;;
338;N;Cranberry litter;1,924;2,284;0,362;1,874;Fortier;9;Conventionel;N-21-0-0;45;1;48,75;0,73854;0,0333;0,96263492;;;
339;N;Cranberry litter;1,937;2,301;0,364;1,884;Fortier;9;Conventionel;N-21-0-0;45;1;49,084;0,77523;0,0249;0,96913921;;;
340;N;Cranberry litter;1,899;2,261;0,361;1,866;Fortier;9;Conventionel;N-21-0-0;45;2;48,213;0,7071;0,0307;0,95012667;;;
341;N;Cranberry litter;1,904;2,268;0,362;1,893;Fortier;9;Conventionel;N-21-0-0;45;2;49,776;0,73846;0,0326;0,95262832;;;
342;N;Cranberry litter;1,885;2,252;0,365;;Fortier;9;Conventionel;N-21-0-0;45;2;;;;0,94312205;;;
343;N;Cranberry litter;1,917;2,286;0,368;1,83;Fortier;9;Conventionel;N-21-0-0;60;1;49,694;0,82165;0,0434;0,95913261;;;
344;N;Cranberry litter;1,886;2,25;0,365;;Fortier;9;Conventionel;N-21-0-0;60;1;;;;0,94362238;;;
345;N;Cranberry litter;1,885;2,25;0,364;1,815;Fortier;9;Conventionel;N-21-0-0;60;1;50,385;0,74599;0,0337;0,94312205;;;
346;N;Cranberry litter;1,936;2,3;0,363;;Fortier;9;Conventionel;N-21-0-0;60;2;;;;0,96863888;;;
347;N;Cranberry litter;1,911;2,274;0,363;1,898;Fortier;9;Conventionel;N-21-0-0;60;2;49,95;0,73899;0,0251;0,95613063;;;
348;N;Cranberry litter;1,927;2,288;0,363;1,628;Fortier;9;Conventionel;N-21-0-0;60;2;48,318;0,7679;0,0442;0,96413591;;;
451;N;Cranberry litter;1,926;2,283;0,356;1,861;Fortier;45;Conventionel;N-21-0-0;0;1;49,369;0,78044;0,078;0,96363558;;;
452;N;Cranberry litter;1,916;2,28;0,363;1,863;Fortier;45;Conventionel;N-21-0-0;0;1;50,131;0,75369;0,0651;0,95863228;;;
453;N;Cranberry litter;1,931;2,298;0,365;1,548;Fortier;45;Conventionel;N-21-0-0;0;1;50,093;0,81469;0,0762;0,96613723;;;
454;N;Cranberry litter;1,932;2,297;0,363;1,926;Fortier;45;Conventionel;N-21-0-0;0;2;49,613;0,76481;0,0758;0,96663756;;;
455;N;Cranberry litter;1,906;2,279;0,373;1,8;Fortier;45;Conventionel;N-21-0-0;0;2;49,254;0,82383;0,0898;0,95362898;;;
456;N;Cranberry litter;1,893;2,252;0,359;1,793;Fortier;45;Conventionel;N-21-0-0;0;2;47,728;0,77914;0,0794;0,94712469;;;
457;N;Cranberry litter;1,925;2,3;0,373;1,883;Fortier;45;Conventionel;N-21-0-0;15;1;49,401;0,7495;0,0806;0,96313525;;;
458;N;Cranberry litter;1,895;2,258;0,362;1,827;Fortier;45;Conventionel;N-21-0-0;15;1;48,859;0,79299;0,084;0,94812535;;;
459;N;Cranberry litter;1,929;2,293;0,362;1,858;Fortier;45;Conventionel;N-21-0-0;15;1;50,351;0,78587;0,0777;0,96513657;;;
460;N;Cranberry litter;1,919;2,283;0,362;1,833;Fortier;45;Conventionel;N-21-0-0;15;2;49,272;0,76349;0,0717;0,96013327;;;
461;N;Cranberry litter;1,923;2,287;0,366;1,841;Fortier;45;Conventionel;N-21-0-0;15;2;49,418;0,76398;0,0678;0,96213459;;;
462;N;Cranberry litter;1,924;2,286;0,365;1,856;Fortier;45;Conventionel;N-21-0-0;15;2;48,468;0,79769;0,0735;0,96263492;;;
463;N;Cranberry litter;1,891;2,252;0,36;1,815;Fortier;45;Conventionel;N-21-0-0;30;1;49,181;0,78571;0,0789;0,94612403;;;
464;N;Cranberry litter;1,922;2,293;0,37;2,131;Fortier;45;Conventionel;N-21-0-0;30;1;44,097;0,71374;0,0741;0,96163426;;;
465;N;Cranberry litter;1,905;2,27;0,363;1,798;Fortier;45;Conventionel;N-21-0-0;30;1;49,625;0,78517;0,069;0,95312865;;;
466;N;Cranberry litter;1,918;2,287;0,369;1,791;Fortier;45;Conventionel;N-21-0-0;30;2;49,171;0,77354;0,0716;0,95963294;;;
467;N;Cranberry litter;1,886;2,251;0,366;2,091;Fortier;45;Conventionel;N-21-0-0;30;2;40,626;0,63584;0,0688;0,94362238;;;
468;N;Cranberry litter;1,889;2,256;0,367;1,837;Fortier;45;Conventionel;N-21-0-0;30;2;47,785;0,822;0,0765;0,94512337;;;
469;N;Cranberry litter;1,927;2,29;0,361;1,808;Fortier;45;Conventionel;N-21-0-0;45;1;49,319;0,79053;0,0783;0,96413591;;;
470;N;Cranberry litter;1,919;2,289;0,371;1,911;Fortier;45;Conventionel;N-21-0-0;45;1;47,425;0,82853;0,0708;0,96013327;;;
471;N;Cranberry litter;1,885;2,252;0,367;1,984;Fortier;45;Conventionel;N-21-0-0;45;1;45,781;0,68101;0,067;0,94312205;;;
472;N;Cranberry litter;1,882;2,242;0,359;1,811;Fortier;45;Conventionel;N-21-0-0;45;2;50,293;0,72939;0,0627;0,94162106;;;
473;N;Cranberry litter;1,916;2,279;0,363;1,85;Fortier;45;Conventionel;N-21-0-0;45;2;49,674;0,75357;0,065;0,95863228;;;
474;N;Cranberry litter;1,886;2,252;0,361;1,7;Fortier;45;Conventionel;N-21-0-0;45;2;44,719;0,75477;0,0766;0,94362238;;;
475;N;Cranberry litter;1,895;2,257;0,362;1,841;Fortier;45;Conventionel;N-21-0-0;60;1;49,616;0,75621;0,0689;0,94812535;;;
476;N;Cranberry litter;1,907;2,271;0,362;1,88;Fortier;45;Conventionel;N-21-0-0;60;1;49,886;0,7456;0,0694;0,95412931;;;
477;N;Cranberry litter;1,918;2,277;0,359;1,952;Fortier;45;Conventionel;N-21-0-0;60;1;48,854;0,7294;0,0763;0,95963294;;;
478;N;Cranberry litter;1,9;2,261;0,36;1,864;Fortier;45;Conventionel;N-21-0-0;60;2;49,311;0,72942;0,0704;0,950627;;;
479;N;Cranberry litter;1,928;2,293;0,365;1,902;Fortier;45;Conventionel;N-21-0-0;60;2;48,851;0,74198;0,0728;0,96463624;;;
480;N;Cranberry litter;1,903;2,267;0,364;1,22;Fortier;45;Conventionel;N-21-0-0;60;2;47,936;0,81759;0,0751;0,95212799;;;
658;N;Cranberry litter;1,89;2,254;0,365;1,826;Fortier;45;Conventionel;Nproducteur;57,28;;44,352;0,66755;0,0683;0,9456237;;;
659;N;Cranberry litter;1,904;2,271;0,366;1,849;Fortier;45;Conventionel;Nproducteur;57,28;;49,575;0,69302;0,0646;0,95262832;;;
660;N;Cranberry litter;1,906;2,27;0,364;1,829;Fortier;45;Conventionel;Nproducteur;57,28;;48,432;0,73424;0,0744;0,95362898;;;
661;N;Cranberry litter;1,924;2,29;0,366;1,77;Fortier;45;Conventionel;Nproducteur;57,28;;49,511;0,84688;0,0844;0,96263492;;;
662;N;Cranberry litter;1,926;2,291;0,365;1,81;Fortier;45;Conventionel;Nproducteur;57,28;;49,869;0,76951;0,0734;0,96363558;;;
663;N;Cranberry litter;1,903;2,263;0,361;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,95212799;;;
664;N;Cranberry litter;1,909;2,274;0,364;1,859;Fortier;45;Conventionel;Nproducteur;57,28;;48,039;0,71769;0,077;0,95512997;;;
665;N;Cranberry litter;1,883;2,249;0,366;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,94212139;;;
666;N;Cranberry litter;1,925;2,29;0,364;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,96313525;;;
667;N;Cranberry litter;1,908;2,267;0,36;1,845;Fortier;45;Conventionel;Nproducteur;57,28;;49,936;0,77772;0,0738;0,95462964;;;
668;N;Cranberry litter;1,929;2,29;0,36;1,812;Fortier;45;Conventionel;Nproducteur;57,28;;49,67;0,80713;0,0781;0,96513657;;;
669;N;Cranberry litter;1,915;2,279;0,364;1,853;Fortier;45;Conventionel;Nproducteur;57,28;;47,845;0,83707;0,0798;0,95813195;;;
670;N;Cranberry litter;1,939;2,307;0,367;2,38;Fortier;45;Conventionel;Nproducteur;57,28;;49,82;0,7122;0,0344;0,97013987;;;
671;N;Cranberry litter;1,904;2,274;0,37;2,351;Fortier;45;Conventionel;Nproducteur;57,28;;50,228;0,73302;0,0374;0,95262832;;;
672;N;Cranberry litter;1,934;2,296;0,361;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,96763822;;;
673;N;Cranberry litter;1,891;2,255;0,363;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,94612403;;;
674;N;Cranberry litter;1,925;2,29;0,365;1,945;Fortier;45;Conventionel;Nproducteur;57,28;;49,423;0,77366;0,0511;0,96313525;;;
675;N;Cranberry litter;1,928;2,287;0,359;1,912;Fortier;45;Conventionel;Nproducteur;57,28;;48,94;0,74556;0,0387;0,96463624;;;
676;N;Cranberry litter;1,9;2,268;0,368;1,901;Fortier;45;Conventionel;Nproducteur;57,28;;48,937;0,77501;0,0414;0,950627;;;
677;N;Cranberry litter;1,913;2,272;0,361;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,95713129;;;
678;N;Cranberry litter;1,934;2,304;0,368;1,868;Fortier;45;Conventionel;Nproducteur;57,28;;50,545;0,82637;0,0481;0,96763822;;;
679;N;Cranberry litter;1,937;2,303;0,364;1,891;Fortier;45;Conventionel;Nproducteur;57,28;;49,845;0,76812;0,0413;0,96913921;;;
680;N;Cranberry litter;1,896;2,26;0,364;2,136;Fortier;45;Conventionel;Nproducteur;57,28;;43,409;0,66151;0,0362;0,94862568;;;
681;N;Cranberry litter;1,933;2,297;0,363;1,902;Fortier;45;Conventionel;Nproducteur;57,28;;48,705;0,79342;0,0402;0,96713789;;;
682;N;Cranberry litter;1,934;2,299;0,364;1,947;Fortier;45;Conventionel;Nproducteur;57,28;;46,821;0,68463;0,0455;0,96763822;;;
683;N;Cranberry litter;1,911;2,275;0,364;;Fortier;45;Conventionel;Nproducteur;57,28;;;;;0,95613063;;;
684;N;Cranberry litter;1,938;2,303;0,365;1,915;Fortier;45;Conventionel;Nproducteur;57,28;;50,18;0,77192;0,0436;0,96963954;;;
685;N;Cranberry litter;1,909;2,273;0,369;;Fortier;45;Conventionel;Nproducteur;57,28;;50,72;0,78088;0,0409;0,95512997;;;
686;N;Cranberry litter;1,892;2,263;0,368;1,858;Fortier;45;Conventionel;Nproducteur;57,28;;50,736;0,75238;0,0447;0,94662436;;;
687;N;Cranberry litter;1,934;2,309;0,376;1,914;Fortier;45;Conventionel;Nproducteur;57,28;;49,354;0,73373;0,0458;0,96763822;;;
721;N;Cranberry litter;1,905;2,257;0,352;1,868;Fortier;9;Conventionel;N-SCU;30;2;49,383;0,79523;0,0355;0,95312865;;;
722;N;Cranberry litter;1,916;2,285;0,367;1,937;Fortier;9;Conventionel;N-SCU;30;2;48,942;0,75847;0,0285;0,95863228;;;
723;N;Cranberry litter;1,933;2,305;0,367;2,088;Fortier;9;Conventionel;N-SCU;45;2;44,062;0,68259;0,029;0,96713789;;;
724;N;Cranberry litter;1,917;2,277;0,36;1,896;Fortier;9;Conventionel;N-SCU;45;2;48,704;0,75821;0,0328;0,95913261;;;
725;N;Cranberry litter;1,908;2,267;0,358;;Fortier;9;Conventionel;N-SCU;60;2;;;;0,95462964;;;
726;N;Cranberry litter;1,935;2,306;0,368;1,903;Fortier;9;Conventionel;N-SCU;60;2;48,743;0,78336;0,0377;0,96813855;;;
727;N;Cranberry litter;1,931;2,303;0,368;1,887;Belanger;10;Conventionel;N-SCU;45;2;50,52;0,75327;0,0403;0,96613723;;;
728;N;Cranberry litter;1,905;2,272;0,368;1,837;Belanger;10;Conventionel;N-SCU;45;2;50,972;0,7579;0,0362;0,95312865;;;
729;N;Cranberry litter;1,911;2,272;0,362;1,839;Belanger;10;Conventionel;N-SCU;60;2;50,515;0,79619;0,0465;0,95613063;;;
730;N;Cranberry litter;1,899;2,258;0,359;1,829;Belanger;10;Conventionel;N-SCU;60;2;50,51;0,74052;0,0416;0,95012667;;;
731;N;Cranberry litter;1,897;2,264;0,367;1,757;Belanger;10;Conventionel;N-SCU;30;;49,552;0,67492;0,0407;0,94912601;;;
732;N;Cranberry litter;1,919;2,283;0,365;1,889;Belanger;10;Conventionel;N-SCU;30;;50,478;0,72437;0,0503;0,96013327;;;
778;N;Cranberry litter;1,884;2,24;0,357;1,802;Belanger;10;Conventionel;N-21-0-0;0;;51,035;0,75663;0,0485;0,94262172;;;
779;N;Cranberry litter;1,921;2,287;0,365;1,829;Belanger;10;Conventionel;N-21-0-0;0;;50,11;0,74774;0,0521;0,96113393;;;
780;N;Cranberry litter;1,929;2,296;0,369;1,828;Belanger;10;Conventionel;N-21-0-0;0;;50,739;0,71318;0,0316;0,96513657;;;
781;N;Cranberry litter;1,885;2,237;0,353;1,835;Belanger;10;Conventionel;N-21-0-0;0;;49,802;0,67214;0,0271;0,94312205;;;
782;N;Cranberry litter;1,927;2,289;0,362;1,803;Belanger;10;Conventionel;N-21-0-0;0;;50,392;0,73367;0,0383;0,96413591;;;
783;N;Cranberry litter;1,934;2,299;0,365;;Belanger;10;Conventionel;N-21-0-0;0;;;;;0,96763822;;;
784;N;Cranberry litter;1,925;2,286;0,359;1,842;Belanger;10;Conventionel;N-21-0-0;15;;50,69;0,67446;0,0328;0,96313525;;;
785;N;Cranberry litter;1,909;2,273;0,364;1,786;Belanger;10;Conventionel;N-21-0-0;15;;50,172;0,75632;0,0467;0,95512997;;;
786;N;Cranberry litter;1,919;2,285;0,366;1,851;Belanger;10;Conventionel;N-21-0-0;15;;50,102;0,70213;0,0456;0,96013327;;;
787;N;Cranberry litter;1,881;2,241;0,359;1,825;Belanger;10;Conventionel;N-21-0-0;15;;49,776;0,70882;0,0413;0,94112073;;;
788;N;Cranberry litter;1,905;2,274;0,368;1,825;Belanger;10;Conventionel;N-21-0-0;15;;50,185;0,69684;0,0407;0,95312865;;;
789;N;Cranberry litter;1,913;2,276;0,363;1,826;Belanger;10;Conventionel;N-21-0-0;15;;50,21;0,75949;0,0507;0,95713129;;;
790;N;Cranberry litter;1,897;2,254;0,357;1,817;Belanger;10;Conventionel;N-21-0-0;30;;48,498;0,66089;0,0439;0,94912601;;;
791;N;Cranberry litter;1,902;2,262;0,359;1,814;Belanger;10;Conventionel;N-21-0-0;30;;50,649;0,70107;0,031;0,95162766;;;
792;N;Cranberry litter;1,885;2,245;0,358;1,812;Belanger;10;Conventionel;N-21-0-0;30;;49,216;0,66367;0,041;0,94312205;;;
793;N;Cranberry litter;1,919;2,287;0,368;1,813;Belanger;10;Conventionel;N-21-0-0;30;;50,265;0,70161;0,044;0,96013327;;;
794;N;Cranberry litter;1,893;2,258;0,366;1,83;Belanger;10;Conventionel;N-21-0-0;30;;50,686;0,07112;0,0438;0,94712469;;;
795;N;Cranberry litter;1,908;2,275;0,366;1,838;Belanger;10;Conventionel;N-21-0-0;30;;51,144;-0,00474;0,0436;0,95462964;;;
796;N;Cranberry litter;1,905;2,269;0,364;1,865;Belanger;10;Conventionel;N-21-0-0;45;;49,499;-0,23026;0,034;0,95312865;;;
797;N;Cranberry litter;1,898;2,258;0,36;1,826;Belanger;10;Conventionel;N-21-0-0;45;;50,932;-0,28669;0,0365;0,94962634;;;
798;N;Cranberry litter;1,897;2,258;0,361;1,821;Belanger;10;Conventionel;N-21-0-0;45;;51,692;-0,32991;0,033;0,94912601;;;
799;N;Cranberry litter;1,912;2,271;0,359;1,855;Belanger;10;Conventionel;N-21-0-0;45;;50,784;0,51994;0,0433;0,95663096;;;
800;N;Cranberry litter;1,881;2,249;0,368;1,821;Belanger;10;Conventionel;N-21-0-0;45;;49,604;0,61171;0,0535;0,94112073;;;
801;N;Cranberry litter;1,914;2,282;0,368;1,858;Belanger;10;Conventionel;N-21-0-0;45;;51,459;0,58283;0,044;0,95763162;;;
802;N;Cranberry litter;1,892;2,254;0,362;1,828;Belanger;10;Conventionel;N-21-0-0;60;;50,216;0,59828;0,0428;0,94662436;;;
